char	count	code	unicode_hex	name	script	cat	bytes	bidi	combining	eaw	mirrored
杯	243	26479	676F	CJK UNIFIED IDEOGRAPH-676F	Han	Lo	3	L	0	W	0
悅	243	24709	6085	CJK UNIFIED IDEOGRAPH-6085	Han	Lo	3	L	0	W	0
ὢ	243	8034	1F62	GREEK SMALL LETTER OMEGA WITH PSILI AND VARIA	Greek	Ll	3	L	0	N	0
丁	242	19969	4E01	CJK UNIFIED IDEOGRAPH-4E01	Han	Lo	3	L	0	W	0
モ	242	12514	30E2	KATAKANA LETTER MO	Katakana	Lo	3	L	0	W	0
捆	241	25414	6346	CJK UNIFIED IDEOGRAPH-6346	Han	Lo	3	L	0	W	0
索	241	32034	7D22	CJK UNIFIED IDEOGRAPH-7D22	Han	Lo	3	L	0	W	0
星	240	26143	661F	CJK UNIFIED IDEOGRAPH-661F	Han	Lo	3	L	0	W	0
剑	240	21073	5251	CJK UNIFIED IDEOGRAPH-5251	Han	Lo	3	L	0	W	0
砍	240	30733	780D	CJK UNIFIED IDEOGRAPH-780D	Han	Lo	3	L	0	W	0
狂	239	29378	72C2	CJK UNIFIED IDEOGRAPH-72C2	Han	Lo	3	L	0	W	0
郊	239	37066	90CA	CJK UNIFIED IDEOGRAPH-90CA	Han	Lo	3	L	0	W	0
ꬌ	239	43788	AB0C	ETHIOPIC SYLLABLE DDHEE	Ethiopic	Lo	3	L	0	N	0
罚	238	32602	7F5A	CJK UNIFIED IDEOGRAPH-7F5A	Han	Lo	3	L	0	W	0
責	238	36012	8CAC	CJK UNIFIED IDEOGRAPH-8CAC	Han	Lo	3	L	0	W	0
ⲝ	238	11421	2C9D	COPTIC SMALL LETTER KSI	Coptic	Ll	3	L	0	N	0
单	237	21333	5355	CJK UNIFIED IDEOGRAPH-5355	Han	Lo	3	L	0	W	0
傷	237	20663	50B7	CJK UNIFIED IDEOGRAPH-50B7	Han	Lo	3	L	0	W	0
憐	237	24976	6190	CJK UNIFIED IDEOGRAPH-6190	Han	Lo	3	L	0	W	0
ᾔ	236	8084	1F94	GREEK SMALL LETTER ETA WITH PSILI AND OXIA AND YPOGEGRAMMENI	Greek	Ll	3	L	0	N	0
Ⲝ	235	11420	2C9C	COPTIC CAPITAL LETTER KSI	Coptic	Lu	3	L	0	N	0
ぶ	235	12406	3076	HIRAGANA LETTER BU	Hiragana	Lo	3	L	0	W	0
宽	234	23485	5BBD	CJK UNIFIED IDEOGRAPH-5BBD	Han	Lo	3	L	0	W	0
省	234	30465	7701	CJK UNIFIED IDEOGRAPH-7701	Han	Lo	3	L	0	W	0
拆	234	25286	62C6	CJK UNIFIED IDEOGRAPH-62C6	Han	Lo	3	L	0	W	0
牆	234	29254	7246	CJK UNIFIED IDEOGRAPH-7246	Han	Lo	3	L	0	W	0
Ƴ	234	435	1B3	LATIN CAPITAL LETTER Y WITH HOOK	Latin	Lu	2	L	0	N	0
陷	233	38519	9677	CJK UNIFIED IDEOGRAPH-9677	Han	Lo	3	L	0	W	0
バ	233	12496	30D0	KATAKANA LETTER BA	Katakana	Lo	3	L	0	W	0
效	232	25928	6548	CJK UNIFIED IDEOGRAPH-6548	Han	Lo	3	L	0	W	0
終	232	32066	7D42	CJK UNIFIED IDEOGRAPH-7D42	Han	Lo	3	L	0	W	0
隊	232	38538	968A	CJK UNIFIED IDEOGRAPH-968A	Han	Lo	3	L	0	W	0
へ	232	12408	3078	HIRAGANA LETTER HE	Hiragana	Lo	3	L	0	W	0
替	231	26367	66FF	CJK UNIFIED IDEOGRAPH-66FF	Han	Lo	3	L	0	W	0
獸	231	29560	7378	CJK UNIFIED IDEOGRAPH-7378	Han	Lo	3	L	0	W	0
Ἅ	231	7949	1F0D	GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA	Greek	Lu	3	L	0	N	0
罰	230	32624	7F70	CJK UNIFIED IDEOGRAPH-7F70	Han	Lo	3	L	0	W	0
残	229	27531	6B8B	CJK UNIFIED IDEOGRAPH-6B8B	Han	Lo	3	L	0	W	0
單	229	21934	55AE	CJK UNIFIED IDEOGRAPH-55AE	Han	Lo	3	L	0	W	0
餘	229	39192	9918	CJK UNIFIED IDEOGRAPH-9918	Han	Lo	3	L	0	W	0
買	229	36023	8CB7	CJK UNIFIED IDEOGRAPH-8CB7	Han	Lo	3	L	0	W	0
Ʋ	229	434	1B2	LATIN CAPITAL LETTER V WITH HOOK	Latin	Lu	2	L	0	N	0
Ὃ	229	8011	1F4B	GREEK CAPITAL LETTER OMICRON WITH DASIA AND VARIA	Greek	Lu	3	L	0	N	0
Ư	229	431	1AF	LATIN CAPITAL LETTER U WITH HORN	Latin	Lu	2	L	0	N	0
乱	228	20081	4E71	CJK UNIFIED IDEOGRAPH-4E71	Han	Lo	3	L	0	W	0
顾	228	39038	987E	CJK UNIFIED IDEOGRAPH-987E	Han	Lo	3	L	0	W	0
場	228	22580	5834	CJK UNIFIED IDEOGRAPH-5834	Han	Lo	3	L	0	W	0
ఢ	228	3106	C22	TELUGU LETTER DDHA	Telugu	Lo	3	L	0	N	0
肥	227	32933	80A5	CJK UNIFIED IDEOGRAPH-80A5	Han	Lo	3	L	0	W	0
警	227	35686	8B66	CJK UNIFIED IDEOGRAPH-8B66	Han	Lo	3	L	0	W	0
劍	227	21133	528D	CJK UNIFIED IDEOGRAPH-528D	Han	Lo	3	L	0	W	0
従	227	24467	5F93	CJK UNIFIED IDEOGRAPH-5F93	Han	Lo	3	L	0	W	0
颂	226	39042	9882	CJK UNIFIED IDEOGRAPH-9882	Han	Lo	3	L	0	W	0
᥆	226	6470	1946	LIMBU DIGIT ZERO	Limbu	Nd	3	L	0	N	0
微	225	24494	5FAE	CJK UNIFIED IDEOGRAPH-5FAE	Han	Lo	3	L	0	W	0
败	224	36133	8D25	CJK UNIFIED IDEOGRAPH-8D25	Han	Lo	3	L	0	W	0
买	224	20080	4E70	CJK UNIFIED IDEOGRAPH-4E70	Han	Lo	3	L	0	W	0
童	224	31461	7AE5	CJK UNIFIED IDEOGRAPH-7AE5	Han	Lo	3	L	0	W	0
章	224	31456	7AE0	CJK UNIFIED IDEOGRAPH-7AE0	Han	Lo	3	L	0	W	0
誇	224	35463	8A87	CJK UNIFIED IDEOGRAPH-8A87	Han	Lo	3	L	0	W	0
點	224	40670	9EDE	CJK UNIFIED IDEOGRAPH-9EDE	Han	Lo	3	L	0	W	0
幼	223	24188	5E7C	CJK UNIFIED IDEOGRAPH-5E7C	Han	Lo	3	L	0	W	0
独	223	29420	72EC	CJK UNIFIED IDEOGRAPH-72EC	Han	Lo	3	L	0	W	0
冠	223	20896	51A0	CJK UNIFIED IDEOGRAPH-51A0	Han	Lo	3	L	0	W	0
虛	223	34395	865B	CJK UNIFIED IDEOGRAPH-865B	Han	Lo	3	L	0	W	0
乌	222	20044	4E4C	CJK UNIFIED IDEOGRAPH-4E4C	Han	Lo	3	L	0	W	0
搭	222	25645	642D	CJK UNIFIED IDEOGRAPH-642D	Han	Lo	3	L	0	W	0
偏	222	20559	504F	CJK UNIFIED IDEOGRAPH-504F	Han	Lo	3	L	0	W	0
踏	222	36367	8E0F	CJK UNIFIED IDEOGRAPH-8E0F	Han	Lo	3	L	0	W	0
塊	222	22602	584A	CJK UNIFIED IDEOGRAPH-584A	Han	Lo	3	L	0	W	0
誠	222	35488	8AA0	CJK UNIFIED IDEOGRAPH-8AA0	Han	Lo	3	L	0	W	0
窮	222	31406	7AAE	CJK UNIFIED IDEOGRAPH-7AAE	Han	Lo	3	L	0	W	0
护	221	25252	62A4	CJK UNIFIED IDEOGRAPH-62A4	Han	Lo	3	L	0	W	0
般	220	33324	822C	CJK UNIFIED IDEOGRAPH-822C	Han	Lo	3	L	0	W	0
抱	220	25265	62B1	CJK UNIFIED IDEOGRAPH-62B1	Han	Lo	3	L	0	W	0
幫	220	24171	5E6B	CJK UNIFIED IDEOGRAPH-5E6B	Han	Lo	3	L	0	W	0
車	220	36554	8ECA	CJK UNIFIED IDEOGRAPH-8ECA	Han	Lo	3	L	0	W	0
ゆ	220	12422	3086	HIRAGANA LETTER YU	Hiragana	Lo	3	L	0	W	0
云	219	20113	4E91	CJK UNIFIED IDEOGRAPH-4E91	Han	Lo	3	L	0	W	0
谋	219	35851	8C0B	CJK UNIFIED IDEOGRAPH-8C0B	Han	Lo	3	L	0	W	0
丢	219	20002	4E22	CJK UNIFIED IDEOGRAPH-4E22	Han	Lo	3	L	0	W	0
车	219	36710	8F66	CJK UNIFIED IDEOGRAPH-8F66	Han	Lo	3	L	0	W	0
折	219	25240	6298	CJK UNIFIED IDEOGRAPH-6298	Han	Lo	3	L	0	W	0
推	219	25512	63A8	CJK UNIFIED IDEOGRAPH-63A8	Han	Lo	3	L	0	W	0
乾	219	20094	4E7E	CJK UNIFIED IDEOGRAPH-4E7E	Han	Lo	3	L	0	W	0
ナ	218	12490	30CA	KATAKANA LETTER NA	Katakana	Lo	3	L	0	W	0
烏	217	28879	70CF	CJK UNIFIED IDEOGRAPH-70CF	Han	Lo	3	L	0	W	0
腓	216	33107	8153	CJK UNIFIED IDEOGRAPH-8153	Han	Lo	3	L	0	W	0
劳	216	21171	52B3	CJK UNIFIED IDEOGRAPH-52B3	Han	Lo	3	L	0	W	0
寡	216	23521	5BE1	CJK UNIFIED IDEOGRAPH-5BE1	Han	Lo	3	L	0	W	0
	216	58105	E2F9	No name found.	Unknown	Co	3	L	0	A	0
ዢ	216	4834	12E2	ETHIOPIC SYLLABLE ZHI	Ethiopic	Lo	3	L	0	N	0
箭	215	31661	7BAD	CJK UNIFIED IDEOGRAPH-7BAD	Han	Lo	3	L	0	W	0
ネ	215	12493	30CD	KATAKANA LETTER NE	Katakana	Lo	3	L	0	W	0
怀	214	24576	6000	CJK UNIFIED IDEOGRAPH-6000	Han	Lo	3	L	0	W	0
兴	214	20852	5174	CJK UNIFIED IDEOGRAPH-5174	Han	Lo	3	L	0	W	0
登	214	30331	767B	CJK UNIFIED IDEOGRAPH-767B	Han	Lo	3	L	0	W	0
ጂ	214	4866	1302	ETHIOPIC SYLLABLE JI	Ethiopic	Lo	3	L	0	N	0
ꬎ	214	43790	AB0E	ETHIOPIC SYLLABLE DDHO	Ethiopic	Lo	3	L	0	N	0
脸	213	33080	8138	CJK UNIFIED IDEOGRAPH-8138	Han	Lo	3	L	0	W	0
奶	213	22902	5976	CJK UNIFIED IDEOGRAPH-5976	Han	Lo	3	L	0	W	0
酵	213	37237	9175	CJK UNIFIED IDEOGRAPH-9175	Han	Lo	3	L	0	W	0
担	213	25285	62C5	CJK UNIFIED IDEOGRAPH-62C5	Han	Lo	3	L	0	W	0
虔	213	34388	8654	CJK UNIFIED IDEOGRAPH-8654	Han	Lo	3	L	0	W	0
敗	213	25943	6557	CJK UNIFIED IDEOGRAPH-6557	Han	Lo	3	L	0	W	0
钱	212	38065	94B1	CJK UNIFIED IDEOGRAPH-94B1	Han	Lo	3	L	0	W	0
恵	212	24693	6075	CJK UNIFIED IDEOGRAPH-6075	Han	Lo	3	L	0	W	0
商	211	21830	5546	CJK UNIFIED IDEOGRAPH-5546	Han	Lo	3	L	0	W	0
坑	211	22353	5751	CJK UNIFIED IDEOGRAPH-5751	Han	Lo	3	L	0	W	0
街	211	34903	8857	CJK UNIFIED IDEOGRAPH-8857	Han	Lo	3	L	0	W	0
躺	211	36538	8EBA	CJK UNIFIED IDEOGRAPH-8EBA	Han	Lo	3	L	0	W	0
ऋ	211	2315	90B	DEVANAGARI LETTER VOCALIC R	Devanagari	Lo	3	L	0	N	0
ブ	211	12502	30D6	KATAKANA LETTER BU	Katakana	Lo	3	L	0	W	0
包	210	21253	5305	CJK UNIFIED IDEOGRAPH-5305	Han	Lo	3	L	0	W	0
观	210	35266	89C2	CJK UNIFIED IDEOGRAPH-89C2	Han	Lo	3	L	0	W	0
低	210	20302	4F4E	CJK UNIFIED IDEOGRAPH-4F4E	Han	Lo	3	L	0	W	0
%	209	37	25	PERCENT SIGN	Common	Po	1	ET	0	Na	0
隐	209	38544	9690	CJK UNIFIED IDEOGRAPH-9690	Han	Lo	3	L	0	W	0
升	209	21319	5347	CJK UNIFIED IDEOGRAPH-5347	Han	Lo	3	L	0	W	0
学	208	23398	5B66	CJK UNIFIED IDEOGRAPH-5B66	Han	Lo	3	L	0	W	0
麥	208	40613	9EA5	CJK UNIFIED IDEOGRAPH-9EA5	Han	Lo	3	L	0	W	0
雲	208	38642	96F2	CJK UNIFIED IDEOGRAPH-96F2	Han	Lo	3	L	0	W	0
ぐ	208	12368	3050	HIRAGANA LETTER GU	Hiragana	Lo	3	L	0	W	0
憑	207	24977	6191	CJK UNIFIED IDEOGRAPH-6191	Han	Lo	3	L	0	W	0
‚	207	8218	201A	SINGLE LOW-9 QUOTATION MARK	Common	Ps	3	ON	0	N	0
Ι	207	921	399	GREEK CAPITAL LETTER IOTA	Greek	Lu	2	L	0	A	0
养	206	20859	517B	CJK UNIFIED IDEOGRAPH-517B	Han	Lo	3	L	0	W	0
萨	206	33832	8428	CJK UNIFIED IDEOGRAPH-8428	Han	Lo	3	L	0	W	0
监	206	30417	76D1	CJK UNIFIED IDEOGRAPH-76D1	Han	Lo	3	L	0	W	0
總	206	32317	7E3D	CJK UNIFIED IDEOGRAPH-7E3D	Han	Lo	3	L	0	W	0
莲	205	33714	83B2	CJK UNIFIED IDEOGRAPH-83B2	Han	Lo	3	L	0	W	0
翅	205	32709	7FC5	CJK UNIFIED IDEOGRAPH-7FC5	Han	Lo	3	L	0	W	0
台	204	21488	53F0	CJK UNIFIED IDEOGRAPH-53F0	Han	Lo	3	L	0	W	0
薩	204	34217	85A9	CJK UNIFIED IDEOGRAPH-85A9	Han	Lo	3	L	0	W	0
蓮	204	34030	84EE	CJK UNIFIED IDEOGRAPH-84EE	Han	Lo	3	L	0	W	0
Ὥ	204	8045	1F6D	GREEK CAPITAL LETTER OMEGA WITH DASIA AND OXIA	Greek	Lu	3	L	0	N	0
退	203	36864	9000	CJK UNIFIED IDEOGRAPH-9000	Han	Lo	3	L	0	W	0
撕	203	25749	6495	CJK UNIFIED IDEOGRAPH-6495	Han	Lo	3	L	0	W	0
部	203	37096	90E8	CJK UNIFIED IDEOGRAPH-90E8	Han	Lo	3	L	0	W	0
講	203	35611	8B1B	CJK UNIFIED IDEOGRAPH-8B1B	Han	Lo	3	L	0	W	0
宫	202	23467	5BAB	CJK UNIFIED IDEOGRAPH-5BAB	Han	Lo	3	L	0	W	0
垂	202	22402	5782	CJK UNIFIED IDEOGRAPH-5782	Han	Lo	3	L	0	W	0
玷	202	29623	73B7	CJK UNIFIED IDEOGRAPH-73B7	Han	Lo	3	L	0	W	0
迹	202	36857	8FF9	CJK UNIFIED IDEOGRAPH-8FF9	Han	Lo	3	L	0	W	0
號	202	34399	865F	CJK UNIFIED IDEOGRAPH-865F	Han	Lo	3	L	0	W	0
謀	202	35584	8B00	CJK UNIFIED IDEOGRAPH-8B00	Han	Lo	3	L	0	W	0
灰	201	28784	7070	CJK UNIFIED IDEOGRAPH-7070	Han	Lo	3	L	0	W	0
办	201	21150	529E	CJK UNIFIED IDEOGRAPH-529E	Han	Lo	3	L	0	W	0
步	201	27493	6B65	CJK UNIFIED IDEOGRAPH-6B65	Han	Lo	3	L	0	W	0
化	201	21270	5316	CJK UNIFIED IDEOGRAPH-5316	Han	Lo	3	L	0	W	0
シ	201	12471	30B7	KATAKANA LETTER SI	Katakana	Lo	3	L	0	W	0
谨	200	35880	8C28	CJK UNIFIED IDEOGRAPH-8C28	Han	Lo	3	L	0	W	0
頌	200	38924	980C	CJK UNIFIED IDEOGRAPH-980C	Han	Lo	3	L	0	W	0
ፅ	200	4933	1345	ETHIOPIC SYLLABLE TZE	Ethiopic	Lo	3	L	0	N	0
ῄ	200	8132	1FC4	GREEK SMALL LETTER ETA WITH OXIA AND YPOGEGRAMMENI	Greek	Ll	3	L	0	N	0
Ἢ	200	7978	1F2A	GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA	Greek	Lu	3	L	0	N	0
ざ	200	12374	3056	HIRAGANA LETTER ZA	Hiragana	Lo	3	L	0	W	0
帕	199	24085	5E15	CJK UNIFIED IDEOGRAPH-5E15	Han	Lo	3	L	0	W	0
续	199	32493	7EED	CJK UNIFIED IDEOGRAPH-7EED	Han	Lo	3	L	0	W	0
養	199	39178	990A	CJK UNIFIED IDEOGRAPH-990A	Han	Lo	3	L	0	W	0
栄	199	26628	6804	CJK UNIFIED IDEOGRAPH-6804	Han	Lo	3	L	0	W	0
๊	199	3658	E4A	THAI CHARACTER MAI TRI	Thai	Mn	3	NSM	107	N	0
诅	198	35781	8BC5	CJK UNIFIED IDEOGRAPH-8BC5	Han	Lo	3	L	0	W	0
床	198	24202	5E8A	CJK UNIFIED IDEOGRAPH-5E8A	Han	Lo	3	L	0	W	0
ዣ	198	4835	12E3	ETHIOPIC SYLLABLE ZHAA	Ethiopic	Lo	3	L	0	N	0
类	197	31867	7C7B	CJK UNIFIED IDEOGRAPH-7C7B	Han	Lo	3	L	0	W	0
謹	197	35641	8B39	CJK UNIFIED IDEOGRAPH-8B39	Han	Lo	3	L	0	W	0
坦	196	22374	5766	CJK UNIFIED IDEOGRAPH-5766	Han	Lo	3	L	0	W	0
奸	196	22904	5978	CJK UNIFIED IDEOGRAPH-5978	Han	Lo	3	L	0	W	0
顧	196	39015	9867	CJK UNIFIED IDEOGRAPH-9867	Han	Lo	3	L	0	W	0
夸	195	22840	5938	CJK UNIFIED IDEOGRAPH-5938	Han	Lo	3	L	0	W	0
驴	195	39540	9A74	CJK UNIFIED IDEOGRAPH-9A74	Han	Lo	3	L	0	W	0
袋	195	34955	888B	CJK UNIFIED IDEOGRAPH-888B	Han	Lo	3	L	0	W	0
逾	195	36926	903E	CJK UNIFIED IDEOGRAPH-903E	Han	Lo	3	L	0	W	0
寬	195	23532	5BEC	CJK UNIFIED IDEOGRAPH-5BEC	Han	Lo	3	L	0	W	0
蛇	194	34503	86C7	CJK UNIFIED IDEOGRAPH-86C7	Han	Lo	3	L	0	W	0
毛	194	27611	6BDB	CJK UNIFIED IDEOGRAPH-6BDB	Han	Lo	3	L	0	W	0
獨	194	29544	7368	CJK UNIFIED IDEOGRAPH-7368	Han	Lo	3	L	0	W	0
納	194	32013	7D0D	CJK UNIFIED IDEOGRAPH-7D0D	Han	Lo	3	L	0	W	0
俯	193	20463	4FEF	CJK UNIFIED IDEOGRAPH-4FEF	Han	Lo	3	L	0	W	0
验	192	39564	9A8C	CJK UNIFIED IDEOGRAPH-9A8C	Han	Lo	3	L	0	W	0
场	192	22330	573A	CJK UNIFIED IDEOGRAPH-573A	Han	Lo	3	L	0	W	0
疾	192	30142	75BE	CJK UNIFIED IDEOGRAPH-75BE	Han	Lo	3	L	0	W	0
缺	192	32570	7F3A	CJK UNIFIED IDEOGRAPH-7F3A	Han	Lo	3	L	0	W	0
朝	192	26397	671D	CJK UNIFIED IDEOGRAPH-671D	Han	Lo	3	L	0	W	0
藐	192	34256	85D0	CJK UNIFIED IDEOGRAPH-85D0	Han	Lo	3	L	0	W	0
林	192	26519	6797	CJK UNIFIED IDEOGRAPH-6797	Han	Lo	3	L	0	W	0
需	192	38656	9700	CJK UNIFIED IDEOGRAPH-9700	Han	Lo	3	L	0	W	0
賽	192	36093	8CFD	CJK UNIFIED IDEOGRAPH-8CFD	Han	Lo	3	L	0	W	0
帖	191	24086	5E16	CJK UNIFIED IDEOGRAPH-5E16	Han	Lo	3	L	0	W	0
婢	191	23138	5A62	CJK UNIFIED IDEOGRAPH-5A62	Han	Lo	3	L	0	W	0
确	191	30830	786E	CJK UNIFIED IDEOGRAPH-786E	Han	Lo	3	L	0	W	0
逼	191	36924	903C	CJK UNIFIED IDEOGRAPH-903C	Han	Lo	3	L	0	W	0
觀	190	35264	89C0	CJK UNIFIED IDEOGRAPH-89C0	Han	Lo	3	L	0	W	0
铜	189	38108	94DC	CJK UNIFIED IDEOGRAPH-94DC	Han	Lo	3	L	0	W	0
坟	189	22367	575F	CJK UNIFIED IDEOGRAPH-575F	Han	Lo	3	L	0	W	0
句	189	21477	53E5	CJK UNIFIED IDEOGRAPH-53E5	Han	Lo	3	L	0	W	0
灯	189	28783	706F	CJK UNIFIED IDEOGRAPH-706F	Han	Lo	3	L	0	W	0
臉	189	33225	81C9	CJK UNIFIED IDEOGRAPH-81C9	Han	Lo	3	L	0	W	0
ᤫ	189	6443	192B	LIMBU SUBJOINED LETTER WA	Limbu	Mc	3	L	0	N	0
栽	188	26685	683D	CJK UNIFIED IDEOGRAPH-683D	Han	Lo	3	L	0	W	0
戴	188	25140	6234	CJK UNIFIED IDEOGRAPH-6234	Han	Lo	3	L	0	W	0
欲	188	27442	6B32	CJK UNIFIED IDEOGRAPH-6B32	Han	Lo	3	L	0	W	0
忠	188	24544	5FE0	CJK UNIFIED IDEOGRAPH-5FE0	Han	Lo	3	L	0	W	0
銅	188	37509	9285	CJK UNIFIED IDEOGRAPH-9285	Han	Lo	3	L	0	W	0
筵	187	31605	7B75	CJK UNIFIED IDEOGRAPH-7B75	Han	Lo	3	L	0	W	0
衆	187	34886	8846	CJK UNIFIED IDEOGRAPH-8846	Han	Lo	3	L	0	W	0
饥	186	39269	9965	CJK UNIFIED IDEOGRAPH-9965	Han	Lo	3	L	0	W	0
毗	186	27607	6BD7	CJK UNIFIED IDEOGRAPH-6BD7	Han	Lo	3	L	0	W	0
瞎	186	30606	778E	CJK UNIFIED IDEOGRAPH-778E	Han	Lo	3	L	0	W	0
互	186	20114	4E92	CJK UNIFIED IDEOGRAPH-4E92	Han	Lo	3	L	0	W	0
青	185	38738	9752	CJK UNIFIED IDEOGRAPH-9752	Han	Lo	3	L	0	W	0
枯	185	26543	67AF	CJK UNIFIED IDEOGRAPH-67AF	Han	Lo	3	L	0	W	0
劝	185	21149	529D	CJK UNIFIED IDEOGRAPH-529D	Han	Lo	3	L	0	W	0
勞	185	21214	52DE	CJK UNIFIED IDEOGRAPH-52DE	Han	Lo	3	L	0	W	0
̮	184	814	32E	COMBINING BREVE BELOW	Inherited	Mn	2	NSM	220	A	0
慕	184	24917	6155	CJK UNIFIED IDEOGRAPH-6155	Han	Lo	3	L	0	W	0
试	184	35797	8BD5	CJK UNIFIED IDEOGRAPH-8BD5	Han	Lo	3	L	0	W	0
贵	184	36149	8D35	CJK UNIFIED IDEOGRAPH-8D35	Han	Lo	3	L	0	W	0
锡	184	38177	9521	CJK UNIFIED IDEOGRAPH-9521	Han	Lo	3	L	0	W	0
须	183	39035	987B	CJK UNIFIED IDEOGRAPH-987B	Han	Lo	3	L	0	W	0
龙	183	40857	9F99	CJK UNIFIED IDEOGRAPH-9F99	Han	Lo	3	L	0	W	0
视	183	35270	89C6	CJK UNIFIED IDEOGRAPH-89C6	Han	Lo	3	L	0	W	0
導	183	23566	5C0E	CJK UNIFIED IDEOGRAPH-5C0E	Han	Lo	3	L	0	W	0
Ғ	183	1170	492	CYRILLIC CAPITAL LETTER GHE WITH STROKE	Cyrillic	Lu	2	L	0	N	0
脂	182	33026	8102	CJK UNIFIED IDEOGRAPH-8102	Han	Lo	3	L	0	W	0
纳	182	32435	7EB3	CJK UNIFIED IDEOGRAPH-7EB3	Han	Lo	3	L	0	W	0
德	182	24503	5FB7	CJK UNIFIED IDEOGRAPH-5FB7	Han	Lo	3	L	0	W	0
粮	182	31918	7CAE	CJK UNIFIED IDEOGRAPH-7CAE	Han	Lo	3	L	0	W	0
队	182	38431	961F	CJK UNIFIED IDEOGRAPH-961F	Han	Lo	3	L	0	W	0
饭	182	39277	996D	CJK UNIFIED IDEOGRAPH-996D	Han	Lo	3	L	0	W	0
鳥	182	40165	9CE5	CJK UNIFIED IDEOGRAPH-9CE5	Han	Lo	3	L	0	W	0
鸟	181	40479	9E1F	CJK UNIFIED IDEOGRAPH-9E1F	Han	Lo	3	L	0	W	0
夏	181	22799	590F	CJK UNIFIED IDEOGRAPH-590F	Han	Lo	3	L	0	W	0
忧	181	24551	5FE7	CJK UNIFIED IDEOGRAPH-5FE7	Han	Lo	3	L	0	W	0
腹	181	33145	8179	CJK UNIFIED IDEOGRAPH-8179	Han	Lo	3	L	0	W	0
ね	181	12397	306D	HIRAGANA LETTER NE	Hiragana	Lo	3	L	0	W	0
ỵ	181	7925	1EF5	LATIN SMALL LETTER Y WITH DOT BELOW	Latin	Ll	3	L	0	N	0
印	180	21360	5370	CJK UNIFIED IDEOGRAPH-5370	Han	Lo	3	L	0	W	0
附	180	38468	9644	CJK UNIFIED IDEOGRAPH-9644	Han	Lo	3	L	0	W	0
賣	180	36067	8CE3	CJK UNIFIED IDEOGRAPH-8CE3	Han	Lo	3	L	0	W	0
红	179	32418	7EA2	CJK UNIFIED IDEOGRAPH-7EA2	Han	Lo	3	L	0	W	0
悖	179	24726	6096	CJK UNIFIED IDEOGRAPH-6096	Han	Lo	3	L	0	W	0
熱	179	29105	71B1	CJK UNIFIED IDEOGRAPH-71B1	Han	Lo	3	L	0	W	0
辦	179	36774	8FA6	CJK UNIFIED IDEOGRAPH-8FA6	Han	Lo	3	L	0	W	0
洞	178	27934	6D1E	CJK UNIFIED IDEOGRAPH-6D1E	Han	Lo	3	L	0	W	0
倍	177	20493	500D	CJK UNIFIED IDEOGRAPH-500D	Han	Lo	3	L	0	W	0
顿	177	39039	987F	CJK UNIFIED IDEOGRAPH-987F	Han	Lo	3	L	0	W	0
叛	177	21467	53DB	CJK UNIFIED IDEOGRAPH-53DB	Han	Lo	3	L	0	W	0
具	177	20855	5177	CJK UNIFIED IDEOGRAPH-5177	Han	Lo	3	L	0	W	0
碌	177	30860	788C	CJK UNIFIED IDEOGRAPH-788C	Han	Lo	3	L	0	W	0
懷	177	25079	61F7	CJK UNIFIED IDEOGRAPH-61F7	Han	Lo	3	L	0	W	0
興	177	33288	8208	CJK UNIFIED IDEOGRAPH-8208	Han	Lo	3	L	0	W	0
錫	177	37675	932B	CJK UNIFIED IDEOGRAPH-932B	Han	Lo	3	L	0	W	0
摆	176	25670	6446	CJK UNIFIED IDEOGRAPH-6446	Han	Lo	3	L	0	W	0
渡	176	28193	6E21	CJK UNIFIED IDEOGRAPH-6E21	Han	Lo	3	L	0	W	0
网	176	32593	7F51	CJK UNIFIED IDEOGRAPH-7F51	Han	Lo	3	L	0	W	0
停	175	20572	505C	CJK UNIFIED IDEOGRAPH-505C	Han	Lo	3	L	0	W	0
腿	175	33151	817F	CJK UNIFIED IDEOGRAPH-817F	Han	Lo	3	L	0	W	0
味	175	21619	5473	CJK UNIFIED IDEOGRAPH-5473	Han	Lo	3	L	0	W	0
黎	175	40654	9ECE	CJK UNIFIED IDEOGRAPH-9ECE	Han	Lo	3	L	0	W	0
毫	175	27627	6BEB	CJK UNIFIED IDEOGRAPH-6BEB	Han	Lo	3	L	0	W	0
盼	175	30460	76FC	CJK UNIFIED IDEOGRAPH-76FC	Han	Lo	3	L	0	W	0
條	175	26781	689D	CJK UNIFIED IDEOGRAPH-689D	Han	Lo	3	L	0	W	0
ー	175	12540	30FC	KATAKANA-HIRAGANA PROLONGED SOUND MARK	Common	Lm	3	L	0	W	0
俗	174	20439	4FD7	CJK UNIFIED IDEOGRAPH-4FD7	Han	Lo	3	L	0	W	0
顶	173	39030	9876	CJK UNIFIED IDEOGRAPH-9876	Han	Lo	3	L	0	W	0
臂	173	33218	81C2	CJK UNIFIED IDEOGRAPH-81C2	Han	Lo	3	L	0	W	0
隱	173	38577	96B1	CJK UNIFIED IDEOGRAPH-96B1	Han	Lo	3	L	0	W	0
驢	173	39522	9A62	CJK UNIFIED IDEOGRAPH-9A62	Han	Lo	3	L	0	W	0
護	173	35703	8B77	CJK UNIFIED IDEOGRAPH-8B77	Han	Lo	3	L	0	W	0
