"languageCode","translationId","languageName","languageNameInEnglish","dialect","homeDomain","title","description","Redistributable","Copyright","UpdateDate","publicationURL","OTbooks","OTchapters","OTverses","NTbooks","NTchapters","NTverses","DCbooks","DCchapters","DCverses","FCBHID","Certified","inScript","swordName","rodCode","textDirection","downloadable","font","shortTitle","PODISBN","script","sourceDate"
"kud","kud","'Auhelawa","'Auhelawa","","png.bible","YAUBADA YANA WALO YEMIDI VAUVAUNA","The New Testament in the 'Auhelawa Language of Papua New Guinea","True","Copyright © 2008 Papua New Guinea Bible Translation Association, Inc.","2015-01-26","http://png.bible/kud/","0","0","0","27","260","7899","0","0","0","KUDPNG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kud2008eb","","ltr","True","Andika","'Auhelawa NT","978-1-5313-0360-0","Latin","2020-10-09"
"kud","kud2014","'Auhelawa","’Auhelawa","","png.bible","Yaubada Yana Walo Yemidi Vauvauna","’Auhelawa: Yaubada Yana Walo Yemidi Vauvauna New Testament","True","Copyright © 2014 Wycliffe Bible Translators, Inc.","2020-11-11","http://png.bible/kud2014/","0","0","0","27","260","7899","0","0","0","KUDWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kud2014eb","","ltr","True","DejaVu Serif","’Auhelawa: Yaubada Yana Walo Yemidi Vauvauna New Testament","","Latin","2020-11-12"
"kue","kue","Kuman","Kuman","","png.bible","YESUS KAMO WAKAI","The New Testament in the Kuman Language of Papua New Guinea","True","Copyright © 2008 The Bible Society of Papua New Guinea","2015-01-26","http://png.bible/kue/","0","0","0","27","260","7959","0","0","0","KUEPNG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kue2008eb","","ltr","True","Gentium Plus","Kuman NT","978-1-5313-0361-7","Latin","2020-10-09"
"kup","kup","Kunimaipa","Kunimaipa","","png.bible","Baiñetinavoz Tep Tokatit","The New Testament in the Kunimaipa Language of Papua New Guinea","True","Copyright © 1989, 2002 Wycliffe Bible Translators, Inc.","2015-01-26","http://png.bible/kup/","0","0","0","27","260","7539","0","0","0","KUPTBL","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kup2002eb","","ltr","True","Andika","Kunimaipa NT","978-1-5313-0362-4","Latin","2020-10-09"
"kus","kus","Kusaal","Kusaal","","ebible.org","Winaꞌam Gbauŋ (Ghana)","The New Testament the Kusaal language (Ghana)","False","Copyright © 1996 Wycliffe Bible Translators, Inc.","2020-11-18","http://ebible.org/kus/","0","0","0","27","260","7936","0","0","0","KUSWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","kus1996eb","","ltr","True","DejaVu Serif","The New Testament the Kusaal language (Ghana)","","Latin","2020-11-19"
"kux","kux","Kukatja","Kukatja","","ebible.org","Kukatja Scriptures","Portions of the Holy Bible in the Kukatja language of Australia","True","Copyright © 2018 Wycliffe Bible Translators","2023-10-13","http://ebible.org/kux/","0","0","0","2","4","151","0","0","0","KUXWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kux2018eb","","ltr","True","DejaVu Serif","Kukatja Bible portions","","Latin","2023-10-13"
"kvg","kvg","Kuni-Boazi","Kuni-Boazi","Kuni","png.bible","Mbumbukiam-qa Manqat Mbomambaqape","Ruth, Jonah, and the New Testament in the Kuni dialect of the Kuni-Boazi language of Papua New Guinea","True","Copyright © 2015 Wycliffe Switzerland","2024-06-03","http://png.bible/kvg/","2","8","133","27","260","7934","0","0","0","KVGWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kvg2015eb","","ltr","True","Gentium Plus","Kuni-Boazi Bible","","Latin","2024-06-03"
"kvn","kvnNT","Kuna, Border","Kuna, Border","","ebible.org","Pab tummad karta pab Jesucristobal igal-pin mezhijad","New Testament in Kuna, Border (PM:kvn:Kuna, Border)","True","Copyright © 2009 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/kvnNT/","0","0","0","27","260","7934","0","0","0","KVNWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kvn2009eb","","ltr","True","Gentium","Border Kuna NT","978-1-5313-0363-1","Latin","2014-04-30"
"kwd","kwd","Kwaio","Kwaio","","ebible.org","Fatalana God","The New Testament in the Kwaio language of the Solomon Islands","True","Copyright © 2013 Wycliffe Bible Translators, Inc.","2022-03-11","http://ebible.org/kwd/","0","0","0","27","260","7879","0","0","0","KWDWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kwd2013eb","","ltr","True","Gentium","Kwaio NT","978-1-5313-0364-8","Latin","2020-10-09"
"kwf","kwf","Kwara'ae","Kwara'ae","","ebible.org","Fau Alanga'inga Faolu Ana Ala'anga Kwara'ae","The New Testament and Genesis in the Kwara'ae language of the Solomon Islands","True","Copyright © 2003 Wycliffe Bible Translators, Inc.","2017-11-14","http://ebible.org/kwf/","1","50","1469","27","260","7877","0","0","0","KWFWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kwf2003eb","","ltr","True","DejaVu Serif","Kwara'ae Bible","","Latin","2017-11-29"
"kwi","kwi","Awa-Cuaiquer","Awa-Cuaiquer","","ebible.org","Masas Pit Jesucristowa","New Testament in Awa-Cuaiquer","True","Copyright © 2002 Wycliffe Bible Translators, Inc.","2014-08-06","http://ebible.org/kwi/","0","0","0","27","260","7917","0","0","0","KWIWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kwi2002eb","","ltr","True","Gentium","Awa-Cuaiquer NT","978-1-5313-0365-5","Latin","2014-07-29"
"kwj","kwj","Kwanga","Kwanga","","png.bible","Kwanga New Testament","The New Testament in the Kwanga Language of Papua New Guinea","True","Copyright © 1992 Wycliffe Bible Translators, Inc.","2015-01-26","http://png.bible/kwj/","0","0","0","27","260","7939","0","0","0","KWJWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kwj1992eb","","ltr","True","Andika","Kwanga NT","978-1-5313-0366-2","Latin","2022-05-27"
"kxf","kxf","Manumanaw","Manumanaw","","ebible.org","TAFO AYO","The New Testament in the Manumanaw langueg of Myanmar","False","Copyright © 2020 Wycliffe Bible Translators, Inc. and ACOTBA-SUBO","2020-11-19","http://ebible.org/kxf/","0","0","0","27","260","7952","0","0","0","KXFWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","kxf2020eb","","ltr","True","Gentium Plus","Manumanaw NT","","Latin","2020-11-19"
"kxv","kxv","కువి","Kuvi","","ebible.org","ପୁଃନି ମେ଼ରା","The New Testament in the Kuvi language of India: ପୁଃନି ମେ଼ରା (Bible)","True","Copyright © 2020 The Word for the World International","2023-04-12","http://ebible.org/kxv/","0","0","0","26","255","7870","0","0","0","KXVWFT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kxv2020eb","","ltr","True","FreeSerif","The New Testament in the Kuvi language of India: ପୁଃନି ମେ଼ରା (Bible)","","Latin","2023-04-13"
"kxw","kxw","Konai","Konai","","ebible.org","Godiha̱ Ta̱ Bolofe̱i̱","Konai: Godiha̱ Ta̱ Bolofe̱i̱ New Testament","True","Copyright © 2014 Wycliffe Bible Translators, Inc.","2022-08-19","http://ebible.org/kxw/","0","0","0","27","260","7939","0","0","0","KXWWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kxw2014eb","","ltr","True","DejaVu Serif","Konai NT","","Latin","2020-11-19"
"kyb","kyb","Butbut Kalinga","Butbut Kalinga","","ebible.org","Nan Ukud Apudyus","Kalinga, Butbut: Nan Ukud Apudyus (New Testament)","False","Copyright © 2019 Wycliffe Bible Translators, Inc.","2020-11-16","http://ebible.org/kyb/","0","0","0","27","260","7930","0","0","0","KYBWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","kyb2019eb","","ltr","True","DejaVu Serif","Kalinga, Butbut: Nan Ukud Apudyus (New Testament)","","Latin","2020-11-14"
"kyc","kyc","Kyaka Eŋa","Kyaka Enga","","png.bible","BUKU BAEPOLE","The Shorter Bible (New Testament and selected portions of the Old Testament) in the Kyaka Enga language of Papua New Guinea","True","Copyright © 1973, 1980, 1987 The Bible Society of Papua New Guinea","2015-01-26","http://png.bible/kyc/","38","420","9162","27","260","7901","0","0","0","KYCPNG","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kyc1987eb","","ltr","True","Gentium Plus","Kyaka Enga Bible","978-1-5313-0367-9","Latin","2020-10-09"
"kyf","kyf","Kouya","Kouya","","ebible.org","ʼWʋsuslolue loluu ʼsɛbhɛ","New Testament in Kouya","True","Copyright © 2002 Wycliffe Bible Translators, Inc.","2015-03-17","http://ebible.org/kyf/","0","0","0","27","260","7880","0","0","0","KYFWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kyf2002eb","","ltr","True","Gentium","Kouya NT","978-1-5313-0368-6","Latin","2015-03-18"
"kyg","kyg","Keyagana","Keyagana","","png.bible","Saufa Kotalake Gemae","The New Testament and Portions of the Old Testament in the Keyagana Language of Papua New Guinea","True","Copyright © 2001 Wycliffe Bible Translators, Inc.","2015-01-26","http://png.bible/kyg/","5","101","1713","27","260","7822","0","0","0","KYGTBL","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kyg2001eb","","ltr","True","Andika","Keyagana Bible","978-1-5313-0369-3","Latin","2020-10-09"
"kyq","kyq","Kenga","Kenga","","ebible.org","Kitapm kɛn Raa dɔɔko kiji ute jeege","New Testament in Kenga","True","Copyright © 2012 Wycliffe Bible Translators, Inc.","2015-03-17","http://ebible.org/kyq/","0","0","0","27","260","7936","0","0","0","KYQWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kyq2012eb","","ltr","True","Gentium Plus","Kenga NT","978-1-5313-0370-9","Latin","2015-03-18"
"kyu","kyu","Kayah, Western","Kayah, Western","","ebible.org","Lisǎsè̌ Athè̌ - Kayǎ Ngó̤","Western Kayah: Lisǎsè̌ Athè̌ - Kayǎ Ngó̤ New Testament","False","Copyright © 2014 Wycliffe Bible Translators, Inc.","2020-11-25","http://ebible.org/kyu/","0","0","0","27","260","7928","0","0","0","KYUWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","kyu2014eb","","ltr","True","Noto Serif","Western Kayah NT","","Latin","2020-11-26"
"kyu","kyuk","Western Kayah","Kayah, Western","","ebible.org","ꤜꤤ꤬ꤡꤢ꤭ꤏꤢꤧ꤭ ꤢ꤬ꤞꤢꤧ꤭ ꤔꤢ ꤜꤤ꤬ꤡꤢ꤭ꤏꤢꤧ꤭ ꤢ꤬ꤜꤟꤛꤢꤩ꤭ ꤒꤢ꤬ꤟꤢꤩ꤬ ꤊꤢ꤬ꤛꤢ꤭ꤜꤟꤤ꤬ꤍꤟꤥ","Kayah, Western: ꤜꤤ꤬ꤡꤢ꤭ꤏꤢꤧ꤭ ꤢ꤬ꤞꤢꤧ꤭ ꤔꤢ ꤜꤤ꤬ꤡꤢ꤭ꤏꤢꤧ꤭ ꤢ꤬ꤜꤟꤛꤢꤩ꤭ ꤒꤢ꤬ꤟꤢꤩ꤬ ꤊꤢ꤬ꤛꤢ꤭ꤜꤟꤤ꤬ꤍꤟꤥ (Bible)","False","Copyright © 2021 Wycliffe Bible Translators, Inc.","2021-11-01","http://ebible.org/kyuk/","4","208","4116","27","260","7928","0","0","0","KYUKWB","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","kyuk2021eb","00404","ltr","True","Annapurna SIL","Kayah, Western: ꤜꤤ꤬ꤡꤢ꤭ꤏꤢꤧ꤭ ꤢ꤬ꤞꤢꤧ꤭ ꤔꤢ ꤜꤤ꤬ꤡꤢ꤭ꤏꤢꤧ꤭ ꤢ꤬ꤜꤟꤛꤢꤩ꤭ ꤒꤢ꤬ꤟꤢꤩ꤬ ꤊꤢ꤬ꤛꤢ꤭ꤜꤟꤤ꤬ꤍꤟꤥ (Bible)","","Kayah Li","2020-12-02"
"kyz","kyzNT","Kayabí","Kayabí","","ebible.org","Janeruwarete 'Ga Je'eg","New Testament in Kayabí (BR:kyz:Kayabí)","True","Copyright © 2012 Wycliffe Bible Translators, Inc.","2014-04-27","http://ebible.org/kyzNT/","0","0","0","27","260","7575","0","0","0","KYZWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kyz2012eb","","ltr","True","Gentium","Kayabí NT","978-1-5313-0371-6","Latin","2014-04-28"
"kze","kze","Kosena","Kosena","","png.bible","aúná-aimba simái tarúmakain-kwasai","The New Testament in the Kosena Language of Papua New Guinea","True","Copyright © 1980 Wycliffe Bible Translators, Inc.","2015-01-26","http://png.bible/kze/","0","0","0","27","260","7778","0","0","0","KZEWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","kze1980eb","","ltr","True","Andika","Kosena NT","978-1-5313-0372-3","Latin","2020-10-09"
"lac","lacNT","Lacandon","Lacandon","","ebible.org","A quet u tʼʌnoʼ a ricʼbenoʼ","New Testament in Lacandon (MX:lac:Lacandon)","True","Copyright © 1978 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/lacNT/","0","0","0","27","260","7927","0","0","0","LACTBL","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","lac1978eb","","ltr","True","Gentium Plus","Lacandon NT","978-1-5313-0373-0","Latin","2014-04-30"
"lat","latVUC","Latine","Latin","","ebible.org","Bibbia Vulgata Clementina na 1598","Clementine Vulgate of 1598 with Glossa Ordinaria Migne edition 1880 in Latin","True","public domain","2014-08-23","http://ebible.org/latVUC/","39","937","23483","27","260","7951","7","137","4375","LATCLV","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","latVUC1880eb","","ltr","True","Gentium","Clementine Vulgate 1598","978-1-5313-0374-7","Latin","2020-10-09"
"lbb","lbb","Label","Label","","png.bible","Label Buk Baibel","The New Testament in the Label language of Papua New Guinea","True","Copyright © 2012-2019 Wycliffe Bible Translators, Inc.","2019-03-29","http://png.bible/lbb/","0","0","0","27","260","7902","0","0","0","LBBWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","lbb2012eb","","ltr","True","Andika","Label NT","978-1-5313-0375-4","Latin","2021-11-30"
"lbj","lbj","Ladakhi","Ladakhi","","ebible.org","Ladakhi","Fixed version of NTLadTr for YouVersion Bible upload","False","Copyright © 2020 Wycliffe Bible Translators, Inc.","2020-11-18","http://ebible.org/lbj/","1","50","1531","27","260","7924","0","0","0","LBJWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","lbj2020eb","12657","ltr","True","DejaVu Serif","Ladakhi Bible","","Tibetan","2020-11-19"
"lbk","lbk","Central Bontok","Bontok, Central","","ebible.org","Nan kalin Apo Dios","New Testament in Bontok, Central","True","Copyright © 1992 Wycliffe Bible Translators, Inc.","2015-03-17","http://ebible.org/lbk/","1","50","1504","27","260","7924","0","0","0","LBKWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","lbk1992eb","","ltr","True","Gentium","Central Bontok NT","978-1-5313-0376-1","Latin","2015-03-18"
"lbm","lbm","Lodha","Lodhi","","ebible.org","परमेश्वर को सच्चो वचन","The New Testament in the Lodhi language of India: परमेश्वर को सच्चो वचन","True","Copyright © 2020 The Word for the World International","2023-04-13","http://ebible.org/lbm/","0","0","0","27","260","7958","0","0","0","LBMTWF","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","lbm2020eb","","ltr","True","FreeSerif","Lodhi NT","","Latin","2023-04-14"
"lcm","lcm","Tungag","Tungag","Tungag","png.bible","AKUS RO NA PALATUNG TANGINANG ANI IESU KARISTO","Genesis, Ruth, Jonah, and The New Testament in the Tungag Language of Papua New Guinea","True","Copyright © 1998, 2011 The Bible Society of Papua New Guinea","2013-08-19","http://png.bible/lcm/","3","58","1637","27","260","7942","0","0","0","LCMPNG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","lcm2011eb","","ltr","True","Andika","Tungag Bible","978-1-5313-0377-8","Latin","2013-08-19"
"lcp","lcp","Lawa, Western","Lawa, Western","","ebible.org","พระคัมภีร์ละว้า","Digitization of Western Lawa Print Bible","False","Copyright © 2018 Wycliffe Bible Translators, Inc.","2020-12-01","http://ebible.org/lcp/","39","929","22517","27","260","7934","0","0","0","LCPWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","lcp2018eb","","ltr","True","Noto Serif Thai","Western Lawa Bible","","Thai","2020-12-02"
"leu","leu","Kara","Kara","","png.bible","Kara New Testament","The New Testament in the Kara Language of Papua New Guinea","True","Copyright © 1997 Wycliffe Bible Translators, Inc.","2013-01-10","http://png.bible/leu/","0","0","0","27","260","7875","0","0","0","LEUPNG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","leu1997eb","","ltr","True","Andika","Kara NT","978-1-5313-0378-5","Latin","2020-10-09"
"lex","lex","Luang","Luang","","ebible.org","Puka Lululi","The New Testament, Genesis, Ruth, Esther, and Job in the Luang language of Indonesia","True","Copyright © 2005, 2014 Wycliffe Bible Translators, Inc.","2022-07-01","http://ebible.org/lex/","4","68","1793","27","260","7886","0","0","0","LEXWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","lex2014eb","","ltr","True","Gentium","Luang Bible","978-1-5313-0379-2","Latin","2020-10-09"
"lgl","lgl","Wala","Wala","","ebible.org","Alafuuna Fa'alu Ala Saena 'I Wala","The New Testament in the Wala language of the Solomon Islands","True","Copyright © 2008 Wycliffe Bible Translators, Inc.","2017-11-17","http://ebible.org/lgl/","0","0","0","27","260","7877","0","0","0","LGLWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","lgl2008eb","","ltr","True","DejaVu Serif","Wala New Testament","","Latin","2021-11-30"
"lhi","lhi","Lahu Si","Lahu Si","","ebible.org","Lad hur Si Liq Phu Awg Suhx","Lahu Shi: Lad hur Si Liq Phu Awg Suhx New Testament","False","Copyright © 2015 Wycliffe Bible Translators, Inc.","2020-11-18","http://ebible.org/lhi/","0","0","0","27","260","7879","0","0","0","LHIWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","lhi2015eb","","ltr","True","DejaVu Serif","Lahu Shi: Lad hur Si Liq Phu Awg Suhx New Testament","","Latin","2020-11-19"
"lid","lid","Nyindrou","Nyindrou","","png.bible","Sahou ta Kindrei","Genesis, Ruth, Jonah, and The New Testament in the Nyndrou Language of Papua New Guinea","True","Copyright © 2001 Wycliffe Bible Translators, Inc.","2015-01-26","http://png.bible/lid/","3","58","1632","27","260","7899","0","0","0","LIDWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","lid2001eb","","ltr","True","Andika","Nyndrou NT + OT portions","978-1-5313-0380-8","Latin","2020-10-09"
"lif","lifNT","Limbu","Limbu","","ebible.org","ᤏᤡᤱᤘᤠ᤹ᤑᤢ ᤐᤠ᤺ᤴᤈᤠᤰ ᤁᤢᤛᤱ ᤔᤠᤱᤜᤢᤵ","New Testament in Limbu (NP:lif:Limbu)","True","Copyright © 2009 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/lifNT/","0","0","0","27","260","7875","0","0","0","LIFWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","lifL2009eb","","ltr","True","DejaVu Serif","Limbu NT (Limbu Script)","978-1-5313-0381-5","Devanagari (Nagari)","2014-04-30"
"lif","lifNT2","Limbu","Limbu","","ebible.org","Yesu khristarɛ kunisaam","New Testament in Limbu (NP:lif:Limbu)","True","Copyright © 2009 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/lifNT2/","0","0","0","27","260","7875","0","0","0","LIFDEV","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","lifD2009eb","","ltr","True","Annapurna SIL","Limbu NT (Devangari Script)","978-1-5313-0382-2","Devanagari (Nagari)","2014-04-30"
"lik","lik","Lika","Lika","","ebible.org","AGɄMƐ WAMBƗYA","Lika: AGɄMƐ WAMBƗYA (New Testament+)","False","Copyright © 2019 Wycliffe Bible Translators, Inc.","2020-11-18","http://ebible.org/lik/","0","0","0","27","260","7945","0","0","0","LIKWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","lik2019eb","","ltr","True","DejaVu Serif","Lika: AGɄMƐ WAMBƗYA (New Testament+)","","Latin","2020-11-19"
"lin","lin","Lingála","Lingála","","ebible.org","Biblica® Salela na bonsomi Mokanda na Bomoi™","The Holy Bible in the Lingala language of the Democratic Republic of the Congo: Open Lingala Contemporary Bible","True","Copyright © 2020 Biblica, Inc.","2021-11-15","http://ebible.org/lin/","39","929","23212","27","262","7957","0","0","0","LINBIB","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","lin2020eb","","ltr","True","DejaVu Serif","Lingala Bible","","Latin","2021-05-22"
